Sample name	ST (Pending novel allocation)	Source Niche	Source Type	Intestinal_or_Extraintestinal	Collection	State	Biosample (Pending allocations)	IncF RST
AusGEM_01263	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F1:A2:B20
AUSMDU00063941	69	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
ERR5355576	69	Human	Human	Unknown	Enterobase	NA	SAMEA8100888	F1:A1:B66
AUSMDU00007451	69	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AusGEM_00764	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F36!/F31!:A4:B1
AUSMDU00026899	69	Human	Human	Intestinal	MDU	VIC	NA	F2:A-:B-
TEA_22_1_Ti19	69	Human	Human	Intestinal	TEA	ACT	NA	F-:A19*:B-
TEA_22_1_Ti17	69	Human	Human	Intestinal	TEA	ACT	NA	F-:A19*:B-
TEA_22_4_Ti18	69	Human	Human	Intestinal	TEA	ACT	NA	F-:A19*:B-
AUSMDU00015762	69	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A1:B1
AUSMDU00022080	69	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A1:B-
AUSMDU00056122	69	Human	Human	Extraintestinal	MDU	VIC	NA	F4:A-:B-
AUSMDU00029845	69	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A1:B40
AUSMDU00019334	69	Human	Human	Intestinal	MDU	VIC	NA	F1:A2:B20
AusGEM_02048	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2!/F1!:A1:B66
ERR5355866	69	Human	Human	Unknown	Enterobase	NA	SAMEA8101178	F43!/F1!:A1:B66
AUSMDU00020025	69	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A1:B20
AUSMDU00018820	69	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A1:B20
AUSMDU00048442	69	Human	Human	Intestinal	MDU	VIC	NA	F2:A1:B20
SRR11341630	69	Wild Animal	Avian	Unknown	Enterobase	SA	SAMN14395303	F-:A18?*:B66
AUSMDU00015673	69	Human	Human	Intestinal	MDU	VIC	NA	F2:A18?*:B66
ERR5355781	69	Human	Human	Unknown	Enterobase	NA	SAMEA8101093	F1:A1:B66
AUSMDU00048437	69	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A1:B66
SRR11341604	69	Wild Animal	Avian	Unknown	Enterobase	SA	SAMN14395326	F1:A1:B66
ERR5355970	69	Human	Human	Unknown	Enterobase	NA	SAMEA8101282	F29:A-:B10
AUSMDU00017155	69	Human	Human	Extraintestinal	MDU	VIC	NA	F29:A-:B10
SRR8767548	69	Human	Human	Unknown	Enterobase	QLD	SAMN11230965	F29:A-:B10
AusGEM_01974	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01976	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_02050	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
TEA_W3_62	69	Food	Poultry Meat	Other	TEA	ACT	NA	F4:A-:B10
AusGEM_00031	69	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F4:A-:B10
AusGEM_01217	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01207	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_00836	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01160	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01164	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01890	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01882	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
SRR6455980	69	Human	Human	Unknown	Enterobase	NSW	SAMN08328784	F29!/F2!:A-:B10
AusGEM_01927	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01329	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_02001	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	K15:A-:B-
AusGEM_01419	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F4!/F29!:A-:B10
AusGEM_02049	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
ERR5355841	69	Human	Human	Unknown	Enterobase	NA	SAMEA8101152	F35:A-:B64
AusGEM_01261	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F95:A-:B64
AUSMDU00024998	69	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F35!/F31!:A4:B64
ERR5355816	69	Human	Human	Unknown	Enterobase	NA	SAMEA8101128	F-:A-:B64
AUSMDU00005011	69	Human	Human	Extraintestinal	MDU	VIC	NA	F10:A-:B64
ERR5355682	69	Human	Human	Unknown	Enterobase	NA	SAMEA8100994	F-:A-:B64
ERR5355979	69	Human	Human	Unknown	Enterobase	NA	SAMEA8101291	F1:A1:B20
AUSMDU00034391	69	Human	Human	Intestinal	MDU	VIC	NA	F2!/F1!:A1:B20
AusGEM_01387	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
TEA_4_2_Ti8	69	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
TEA_4_1_C3	69	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
AUSMDU00020152	69	Human	Human	Extraintestinal	MDU	VIC	NA	F29!/F2!:A-:B10
TEA_46_2_Ti11	69	Human	Human	Intestinal	TEA	ACT	NA	F4!/F29!:A-:B10
AusGEM_01517	69	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F95:A-:B-
AUSMDU00034390	69	Human	Human	Intestinal	MDU	VIC	NA	F95!/F4!:A-:B64
AUSMDU00020284	69	Human	Human	Intestinal	MDU	VIC	NA	F29:A-:B10
AusGEM_01518	69	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F95:A-:B20
AusGEM_01519	69	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F95:A8:B20
SRR11094159	69	Human	Human	Unknown	Enterobase	QLD	SAMN14118533	F95!/F35!:A-:B20
SRR12123278	69	Human	Human	Extraintestinal	Enterobase	NA	SAMN15410927	F31!/F2!:A4:B10
AUSMDU00034392	69	Human	Human	Intestinal	MDU	VIC	NA	F1:A1:B66
AUSMDU00030350	69	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A1:B66
AUSMDU00015576	69	Human	Human	Unknown	MDU	VIC	NA	F59*:A1:B1
TEA_64_R6	69	Human	Human	Intestinal	TEA	ACT	NA	F1:A1:B66
TEA_64_AC3	69	Human	Human	Intestinal	TEA	ACT	NA	F1:A1:B66
TEA_64_Ti5	69	Human	Human	Intestinal	TEA	ACT	NA	F1:A1:B66
ERR5355624	69	Human	Human	Unknown	Enterobase	NA	SAMEA8100936	F29:A-:B10
AusGEM_02039	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
ERR5355658	69	Human	Human	Unknown	Enterobase	NA	SAMEA8100970	F29:A-:B10
AUSMDU00034393	69	Human	Human	Intestinal	MDU	VIC	NA	F95:A-:B10
SRR7724788	69	Wild Animal	Avian	Unknown	Enterobase	VIC	SAMN09866972	F95:A-:B10
AUSMDU00059811	69	Human	Human	Extraintestinal	MDU	VIC	NA	F29:A-:B10
AUSMDU00008499	69	Human	Human	Extraintestinal	MDU	VIC	NA	F29:A-:B10
AUSMDU00008490	69	Human	Human	Intestinal	MDU	VIC	NA	F29:A-:B10
SRR7724615	69	Wild Animal	Avian	Unknown	Enterobase	VIC	SAMN09866998	F29:A-:B10
AusGEM_01969	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AUSMDU00059289	69	Human	Human	Extraintestinal	MDU	VIC	NA	F35!/F29!:A-:B10
AUSMDU00022937	69	Human	Human	Extraintestinal	MDU	VIC	NA	F29:A-:B10
AusGEM_00825	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01907	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01906	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
SRR7724699	69	Wild Animal	Avian	Unknown	Enterobase	VIC	SAMN09866938	F95:A-:B10
TEA_70_2_TC2	69	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B-
TEA_70_1_AC3	69	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
AUSMDU00007868	69	Human	Human	Unknown	MDU	VIC	NA	F36!/F1!:A1:B66
SRR7724772	69	Wild Animal	Avian	Unknown	Enterobase	TAS	SAMN09866844	F67!/F2!:A-:B38
AusGEM_01095	69	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	C5:A-:B72*
TEA_TA336	69	Wild Animal	Mammal	Intestinal	TEA	TAS	NA	F55?:A-:B56*
TEA_B1167	69	Wild Animal	Avian	Intestinal	TEA	TAS	NA	F55?:A-:B56*
TEA_E8084	69	Environmental	Water	Other	TEA	NSW	NA	F56:A6:B26*
TEA_C1_91	69	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
SRR4067501	69	Human	Human	Intestinal	Enterobase	NSW	SAMN05567366	F-:A2:B20
TEA_W2_79	69	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
SRR7724720	69	Wild Animal	Avian	Unknown	Enterobase	VIC	SAMN09866951	F95:A-:B10
TEA_W3_67	69	Food	Poultry Meat	Other	TEA	ACT	NA	F76:A-:B-
TEA_C4_42	69	Food	Poultry Meat	Other	TEA	ACT	NA	F76:A-:B-
SRR12844969	69	Human	Human	Intestinal	Enterobase	NA	SAMN16077358	F-:A17*:B79*
TEA_E2042	6664	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
TEA_E2039	6664	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
TEA_E8707	69	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
TEA_11_1_Ti6	69	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B-
AusGEM_00819	69	Human	Human	Extraintestinal	AusGEM	NSW	NA	C5?*:A-:B1
TEA_B1598	69	Wild Animal	Avian	Intestinal	TEA	WA	NA	F-:A-:B52*
TEA_B1565	69	Wild Animal	Avian	Intestinal	TEA	WA	NA	F-:A-:B52*
TEA_E4906	394	Environmental	Water	Other	TEA	NSW	NA	F2:A-:B59*
AusGEM_01627	394	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F68*:A-:B12*
ERR5355661	394	Human	Human	Unknown	Enterobase	NA	SAMEA8100973	F98!/F10!:A-:B65
AUSMDU00019677	394	Human	Human	Intestinal	MDU	VIC	NA	F-:A-:B-
AUSMDU00008507	394	Human	Human	Intestinal	MDU	VIC	NA	F46!/F33!:A1:B1
SRR14160815	394	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18642923	C6:A18:B77*
SRR11080158	394	Wild Animal	Mammal	Intestinal	Enterobase	NA	SAMN14096473	F-:A-:B-
ERR5355693	394	Human	Human	Unknown	Enterobase	NA	SAMEA8101005	C1:A6:B16
AusGEM_01628	394	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01626	394	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
TEA_B1544	394	Wild Animal	Avian	Intestinal	TEA	WA	NA	F18*:A-:B56*
TEA_E5938	394	Environmental	Water	Other	TEA	QLD	NA	F-:A-:B-
AUSMDU00015580	6303	Human	Human	Intestinal	MDU	VIC	NA	F1:A-:B33
AusGEM_00353	130	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F35:A-:B-
SRR7724779	130	Wild Animal	Avian	Unknown	Enterobase	TAS	SAMN09866841	F2!/F1!:A-:B42
TEA_W3_73	1158	Food	Poultry Meat	Other	TEA	ACT	NA	F64:A-:B27
TEA_W2_83	^^26	Food	Poultry Meat	Other	TEA	ACT	NA	F64:A-:B27
SRR7828692	31	Human	Human	Extraintestinal	Enterobase	NA	SAMN10058884	F19:A-:B42
AusGEM_01231	31	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
ERR5355836	449	Human	Human	Unknown	Enterobase	NA	SAMEA8101148	F-:A-:B-
AusGEM_01875	393	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A1:B32
AusGEM_01168	393	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A1:B32
AusGEM_01876	393	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A1:B32
SRR6456050	393	Human	Human	Unknown	Enterobase	NSW	SAMN08328818	F-:A6:B32*
ERR5355930	393	Human	Human	Unknown	Enterobase	NA	SAMEA8101242	F36!/F31!:A4:B1
AUSMDU00008271	393	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A1?:B32
AUSMDU00007850	393	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00021867	393	Human	Human	Extraintestinal	MDU	VIC	NA	F29:A-:B10
AusGEM_00840	393	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A1:B32
AUSMDU00016509	393	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A1:B32
AusGEM_00358	393	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A1:B32
AUSMDU00032553	393	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A1:B32
AusGEM_01877	393	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A1:B32
ERR5355962	393	Human	Human	Unknown	Enterobase	NA	SAMEA8101274	F-:A-:B-
AusGEM_01420	393	Human	Human	Extraintestinal	AusGEM	NSW	NA	F4:A1:B1
AUSMDU00016143	393	Human	Human	Intestinal	MDU	VIC	NA	F-:A1:B1
SRR4067470	6655	Human	Human	Intestinal	Enterobase	NSW	SAMN05567370	F-:A-:B-
TEA_W4_61	9724	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
TEA_E3885	720	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
AusGEM_01181	720	Human	Human	Extraintestinal	AusGEM	NSW	NA	F57:A19*:B23
TEA_41_2_Ti13	720	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B-
TEA_41_1_Ti9	720	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B-
SRR7724578	720	Wild Animal	Avian	Unknown	Enterobase	VIC	SAMN09866989	F12*:A-:B79*
AusGEM_00539	720	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F12*:A-:B79*
TEA_B050	1955	Wild Animal	Avian	Intestinal	TEA	VIC	NA	F-:A-:B-
AUSMDU00008274	1955	Human	Human	Unknown	MDU	VIC	NA	F-:A-:B-
TEA_E6082	6965	Environmental	Water	Other	TEA	NSW	NA	F18?*:A-:B59*
TEA_B1201	720	Wild Animal	Avian	Intestinal	TEA	VIC	NA	F-:A-:B-
TEA_B1667	6958	Wild Animal	Avian	Intestinal	TEA	TAS	NA	F-:A-:B-
AusGEM_00716	6958	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
TEA_B1785	6958	Wild Animal	Avian	Intestinal	TEA	QLD	NA	F19*:A-:B54*
TEA_E8732	6958	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
TEA_B1671	6958	Wild Animal	Avian	Intestinal	TEA	WA	NA	F-:A-:B-
TEA_E8487	6971	Environmental	Water	Other	TEA	QLD	NA	F2:A-:B56*
TEA_E5976	6958	Environmental	Water	Other	TEA	QLD	NA	F19*:A-:B54*
TEA_E6389	9137	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
TEA_M1020	2	Wild Animal	Mammal	Intestinal	TEA	TAS	NA	F112:A6*:B42
TEA_E7861	2	Environmental	Water	Other	TEA	NSW	NA	F112:A6*:B42
AusGEM_00251	1914	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F24:A-:B40
AusGEM_00252	1914	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F24:A-:B40
TEA_A3_59	7537	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B56*
TEA_A3_11	7537	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B56*
TEA_B1813	5573	Livestock	Avian	Intestinal	TEA	NSW	NA	F-:A-:B-
SRR14160910	6162	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18643040	F2:A-:B38*
SRR14160817	6162	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18643056	F2:A-:B38*
SRR14160821	6162	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18643052	F2:A-:B38*
AusGEM_01354	^^76	Human	Human	Extraintestinal	AusGEM	NSW	NA	F112:A6:B16
SRR11886749	5273	Livestock	Avian	Unknown	Enterobase	NA	SAMN15069471	F114:A-:B56
ERR4254572	747	Human	Human	Unknown	Enterobase	NA	SAMEA6968677	F-:A-:B-
AusGEM_00344	3058	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F24:A-:B40
AUSMDU00034343	10150	Human	Human	Intestinal	MDU	VIC	NA	C4:A5:B1
AusGEM_00591	770	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F76!/F64!:A-:B27
AUSMDU00036961	^^88	Human	Human	Intestinal	MDU	VIC	NA	F10*:A19:B-
TEA_R200	6975	Wild Animal	Reptile	Other	TEA	NSW	NA	C6:A-:B53
TEA_E2047	6977	Environmental	Water	Other	TEA	NSW	NA	F111*:A19*:B-
TEA_B472	3578	Wild Animal	Avian	Intestinal	TEA	NSW	NA	F40:A-:B-
TEA_B1761	2716	Wild Animal	Avian	Intestinal	TEA	TAS	NA	F-:A-:B-
TEA_E4068	3590	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
AusGEM_00917	1508	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00866	^^65	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AUSMDU00057153	6361	Human	Human	Extraintestinal	MDU	VIC	NA	F5?*:A-:B-
TEA_B1743	6962	Wild Animal	Avian	Intestinal	TEA	QLD	NA	F-:A-:B-
TEA_E3628	2611	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
TEA_B1521	2611	Wild Animal	Avian	Intestinal	TEA	WA	NA	F-:A-:B-
TEA_E8792	5281	Environmental	Water	Other	TEA	NSW	NA	C5:A-:B79*
TEA_C1_110	5281	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B40
TEA_E7090	6969	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
SRR11341617	8869	Wild Animal	Avian	Unknown	Enterobase	SA	SAMN14395315	F-:A-:B-
TEA_E6249	2847	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
AusGEM_00946	2614	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A8:B-
TEA_C3_7	219	Food	Poultry Meat	Other	TEA	ACT	NA	F64:A-:B27
TEA_A3_48	219	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B40
TEA_B1636	219	Wild Animal	Avian	Intestinal	TEA	WA	NA	F-:A-:B-
AusGEM_01807	1266	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01808	1266	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
SRR7724637	1266	Wild Animal	Avian	Unknown	Enterobase	WA	SAMN09866812	F16:A-:B1
TEA_B1818	57	Livestock	Avian	Intestinal	TEA	VIC	NA	F-:A-:B-
TEA_B1049	6963	Livestock	Avian	Intestinal	TEA	NSW	NA	F-:A-:B-
TEA_W1_80	57	Food	Poultry Meat	Other	TEA	ACT	NA	F34:A-:B73
TEA_W1_79	57	Food	Poultry Meat	Other	TEA	ACT	NA	F34:A-:B73
AusGEM_00274	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F2:A-:B1
AusGEM_00281	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F2:A-:B1
AusGEM_00277	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F2:A-:B1
AusGEM_00276	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F2:A-:B1
AusGEM_00279	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F2:A-:B1
AusGEM_00278	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F2:A-:B1
AusGEM_00283	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F2:A-:B1
AusGEM_00275	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F2:A-:B1
AusGEM_00273	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F2:A-:B1
TEA_A2_22	57	Food	Poultry Meat	Other	TEA	ACT	NA	F2:A-:B1
AusGEM_00076	57	Livestock	Avian	Extraintestinal	AusGEM	NA	NA	F2:A-:B1
AusGEM_00077	57	Livestock	Avian	Extraintestinal	AusGEM	NA	NA	F2:A-:B1
AusGEM_00043	57	Livestock	Avian	Extraintestinal	AusGEM	NA	NA	F2:A-:B1
AusGEM_00084	57	Livestock	Avian	Extraintestinal	AusGEM	NA	NA	F2:A-:B1
AusGEM_00109	57	Livestock	Avian	Extraintestinal	AusGEM	NSW	NA	F2:A-:B1
AusGEM_00248	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00249	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00201	1640	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00199	1640	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00198	1640	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00122	1640	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
TEA_M1213b	350	Wild Animal	Mammal	Intestinal	TEA	NSW	NA	F-:A-:B-
AusGEM_00052	350	Livestock	Avian	Extraintestinal	AusGEM	NA	NA	C4:A-:B1
AusGEM_00049	350	Livestock	Avian	Extraintestinal	AusGEM	QLD	NA	C4:A-:B1
AusGEM_00046	350	Livestock	Avian	Extraintestinal	AusGEM	QLD	NA	C4:A-:B1
AusGEM_00045	350	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00014	350	Livestock	Avian	Extraintestinal	AusGEM	NA	NA	C4:A-:B1
AusGEM_00015	350	Livestock	Avian	Extraintestinal	AusGEM	NA	NA	C4:A-:B1
AusGEM_00038	350	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00027	350	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00292	350	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00011	350	Livestock	Avian	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
AusGEM_00069	350	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00041	350	Livestock	Avian	Extraintestinal	AusGEM	NA	NA	C4:A-:B1
AusGEM_00012	350	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00093	350	Livestock	Avian	Extraintestinal	AusGEM	QLD	NA	C4:A-:B1
AusGEM_00037	350	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
TEA_A1_29	371	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_A1_14	371	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_C4_56	371	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_A4_9	57	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_A3_57	57	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
AusGEM_00834	57	Human	Human	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
AusGEM_00063	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00054	57	Livestock	Avian	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
AusGEM_00056	57	Livestock	Avian	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
AusGEM_00247	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00244	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00242	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00241	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00250	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00243	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
TEA_C1_101	57	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
AusGEM_01119	57	Human	Human	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
TEA_C3_43	57	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_C2_115	57	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_A1_12	57	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
AusGEM_00266	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00262	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00265	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
TEA_C1_111	57	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_C2_94	57	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_A3_9	57	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_A4_12	57	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_A4_32	57	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_C2_68	57	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_W3_72	57	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_C1_102	57	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_E7715	57	Environmental	Water	Other	TEA	QLD	NA	C4:A-:B1
AusGEM_00078	57	Livestock	Avian	Extraintestinal	AusGEM	NA	NA	C4:A-:B1
TEA_C4_53	57	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_C4_65	57	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_A4_2	57	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
AusGEM_00451	57	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00285	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00263	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
TEA_A3_8	57	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_M688	57	Wild Animal	Mammal	Intestinal	TEA	TAS	NA	F40:A-:B-
AusGEM_00284	57	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1*
AusGEM_00954	5841	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F16*:A-:B-
TEA_E1358	3774	Environmental	Water	Other	TEA	ACT	NA	F-:A-:B-
TEA_E6042	6967	Environmental	Water	Other	TEA	QLD	NA	F66*:A-:B-
