sample_name	Source_id	Source_Level1	Source_Level2	Source_Level3	HHID	Date	Sublocation	Wealth_group	Livestock_yn	ID	EntBase_ST	Phylogroup	Accession
TMP016215	MSA004GAL6	chickens	poultry	livestock	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP016215	211	B1	ERS3415711 (SAMEA5611522) 
TMP016229	MSA006ROD1	rodent	w_mammal	wildlife	MSA006	15/9/2015	MOWLEM = SAIKA	6	yes	TMP016229	9441	B1	ERS3415712 (SAMEA5611523) 
TMP016234	MSA006AVN1	avian	w_avian	wildlife	MSA006	15/9/2015	MOWLEM = SAIKA	6	yes	TMP016234	10	A	ERS3415713 (SAMEA5611524) 
TMP016254	HAR011GAL3	chickens	poultry	livestock	HAR011	5/10/2015	HARAMBEE	3	yes	TMP016254	1196	B1	ERS3415714 (SAMEA5611525) 
TMP016258	HAR011LAG10	rabbit	monogastric	livestock	HAR011	5/10/2015	HARAMBEE	3	yes	TMP016258	9627	E	ERS3415715 (SAMEA5611526) 
TMP016267	HAR011LAG2	rabbit	monogastric	livestock	HAR011	5/10/2015	HARAMBEE	3	yes	TMP016267	7116	B1	ERS3415716 (SAMEA5611527) 
TMP016275	HAR011GAL2	chickens	poultry	livestock	HAR011	5/10/2015	HARAMBEE	3	yes	TMP016275	1196	B1	ERS3415717 (SAMEA5611528) 
TMP016312	KAN008AVN2	avian	w_avian	wildlife	KAN008	22/9/2015	KAREN	1	yes	TMP016312	206	A	ERS3415719 (SAMEA5611530) 
TMP016318	KAN007HUM4	human	human	human	KAN007	21/9/2015	KAREN	1	yes	TMP016318	131	B2	ERS3415720 (SAMEA5611531) 
TMP016322	KAN009HUM2	human	human	human	KAN009	22/9/2015	KAREN	1	no	TMP016322	10	A	ERS3415721 (SAMEA5611532) 
TMP016335	HAR011LAG12	rabbit	monogastric	livestock	HAR011	5/10/2015	HARAMBEE	3	yes	TMP016335	4568	F	ERS3415722 (SAMEA5611533) 
TMP016344	HAR011GAL1	chickens	poultry	livestock	HAR011	5/10/2015	HARAMBEE	3	yes	TMP016344	155	B1	ERS3415723 (SAMEA5611534) 
TMP016346	HAR011HUM2	human	human	human	HAR011	5/10/2015	HARAMBEE	3	yes	TMP016346	1730	B1	ERS3415724 (SAMEA5611535) 
TMP016357	HAR010HUM3	human	human	human	HAR010	6/10/2015	HARAMBEE	3	yes	TMP016357	155	B1	ERS3415725 (SAMEA5611536) 
TMP016360	HAR010HUM2	human	human	human	HAR010	6/10/2015	HARAMBEE	3	yes	TMP016360	210	B1	ERS3415726 (SAMEA5611537) 
TMP016369	MSA004SUI1	pig	monogastric	livestock	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP016369	2852	B1	ERS3415727 (SAMEA5611538) 
TMP016375	MSA004SUI3	pig	monogastric	livestock	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP016375	156	B1	ERS3415728 (SAMEA5611539) 
TMP016388	HAR010HUM1	human	human	human	HAR010	6/10/2015	HARAMBEE	3	yes	TMP016388	164	B1	ERS3415730 (SAMEA5611541) 
TMP016392	KAN008HUM1	human	human	human	KAN008	22/9/2015	KAREN	1	yes	TMP016392	388	B1	ERS3415731 (SAMEA5611542) 
TMP016398	KAN008GAL3	chickens	poultry	livestock	KAN008	22/9/2015	KAREN	1	yes	TMP016398	5273	cladeI	ERS3415732 (SAMEA5611543) 
TMP016409	KAN007HUM2	human	human	human	KAN007	21/9/2015	KAREN	1	yes	TMP016409	9535	B2	ERS3415734 (SAMEA5611545) 
TMP016422	KAN008GAL1	chickens	poultry	livestock	KAN008	22/9/2015	KAREN	1	yes	TMP016422	155	B1	ERS3415735 (SAMEA5611546) 
TMP016428	KAN007BAT4	bat	w_bat	wildlife	KAN007	21/9/2015	KAREN	1	yes	TMP016428	9625	B2	ERS3415736 (SAMEA5611547) 
TMP016436	KAN009HUM1	human	human	human	KAN009	22/9/2015	KAREN	1	no	TMP016436	906	B1	ERS3415737 (SAMEA5611548) 
TMP016452	KAN009AVN9	avian	w_avian	wildlife	KAN009	22/9/2015	KAREN	1	no	TMP016452	582	B2	ERS3415738 (SAMEA5611549) 
TMP016456	KAN007ROD1	rodent	w_mammal	wildlife	KAN007	21/9/2015	KAREN	1	yes	TMP016456	10	A	ERS3415739 (SAMEA5611550) 
TMP016473	KAN007PRM2	primate	w_mammal	wildlife	KAN007	21/9/2015	KAREN	1	yes	TMP016473	187	B1	ERS3415740 (SAMEA5611551) 
TMP016488	KAN007HUM1	human	human	human	KAN007	21/9/2015	KAREN	1	yes	TMP016488	1706	B1	ERS3415742 (SAMEA5611553) 
TMP016496	KAN008HUM3	human	human	human	KAN008	22/9/2015	KAREN	1	yes	TMP016496	3168	A	ERS3415743 (SAMEA5611554) 
TMP016501	KAN007HUM3	human	human	human	KAN007	21/9/2015	KAREN	1	yes	TMP016501	640	B2	ERS3415744 (SAMEA5611555) 
TMP016515	MSA004GAL5	chickens	poultry	livestock	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP016515	58	B1	ERS3415745 (SAMEA5611556) 
TMP016519	MSA004SUI4	pig	monogastric	livestock	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP016519	10	A	ERS3415746 (SAMEA5611557) 
TMP016528	MSA004SUI2	pig	monogastric	livestock	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP016528	224	B1	ERS3415747 (SAMEA5611558) 
TMP016540	VIW002AVN5	avian	w_avian	wildlife	VIW002	1/9/2015	VIWANDANI	7	yes	TMP016540	549	D	ERS3415748 (SAMEA5611559) 
TMP016545	VIW003BAT1	bat	w_bat	wildlife	VIW003	8/9/2015	VIWANDANI	7	no	TMP016545	48	A	ERS3415749 (SAMEA5611560) 
TMP016569	MSA004HUM1	human	human	human	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP016569	155	B1	ERS3415750 (SAMEA5611561) 
TMP016572	MSA004GAL4	chickens	poultry	livestock	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP016572	9536	A	ERS3415751 (SAMEA5611562) 
TMP016618	VIW002BOV2	bovine	ruminant	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP016618	5997	A	ERS3415753 (SAMEA5611564) 
TMP016623	VIW002CAP5	goat	ruminant	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP016623	218	A	ERS3415754 (SAMEA5611565) 
TMP016651	VIWxxxROD2	rodent	w_mammal	wildlife	VIWxxx	NA	NA	NA	NA	TMP016651	1308	B1	ERS3415755 (SAMEA5611566) 
TMP016655	VIW003AVN2	avian	w_avian	wildlife	VIW003	8/9/2015	VIWANDANI	7	no	TMP016655	297	B1	ERS3415756 (SAMEA5611567) 
TMP016669	VIW003AVN1	avian	w_avian	wildlife	VIW003	8/9/2015	VIWANDANI	7	no	TMP016669	164	B1	ERS3415757 (SAMEA5611568) 
TMP016687	VIW002BAT2	bat	w_bat	wildlife	VIW002	1/9/2015	VIWANDANI	7	yes	TMP016687	56	B1	ERS3415758 (SAMEA5611569) 
TMP016697	VIW002AVN1	avian	w_avian	wildlife	VIW002	1/9/2015	VIWANDANI	7	yes	TMP016697	155	B1	ERS3415759 (SAMEA5611570) 
TMP016749	HAR010AVN3	avian	w_avian	wildlife	HAR010	6/10/2015	HARAMBEE	3	yes	TMP016749	121	B2	ERS3415760 (SAMEA5611571) 
TMP016779	HAR010GAL1	chickens	poultry	livestock	HAR010	6/10/2015	HARAMBEE	3	yes	TMP016779	5766	A	ERS3415761 (SAMEA5611572) 
TMP016805	HAR010AVN5	avian	w_avian	wildlife	HAR010	6/10/2015	HARAMBEE	3	yes	TMP016805	1308	B1	ERS3415762 (SAMEA5611573) 
TMP016818	HAR012ROD1	rodent	w_mammal	wildlife	HAR012	7/10/2015	HARAMBEE	3	no	TMP016818	174	G	ERS3415763 (SAMEA5611574) 
TMP016826	HAR010GAL4	chickens	poultry	livestock	HAR010	6/10/2015	HARAMBEE	3	yes	TMP016826	218	A	ERS3415764 (SAMEA5611575) 
TMP016831	HAR011GAL4	chickens	poultry	livestock	HAR011	5/10/2015	HARAMBEE	3	yes	TMP016831	117	G	ERS3415765 (SAMEA5611576) 
TMP016836	HAR010AVN7	avian	w_avian	wildlife	HAR010	6/10/2015	HARAMBEE	3	yes	TMP016836	226	A	ERS3415766 (SAMEA5611577) 
TMP016843	KAN007AVN5	avian	w_avian	wildlife	KAN007	21/9/2015	KAREN	1	yes	TMP016843	9630	B2	ERS3415767 (SAMEA5611578) 
TMP016857	KAN007HUM5	human	human	human	KAN007	21/9/2015	KAREN	1	yes	TMP016857	2705	A	ERS3415769 (SAMEA5611580) 
TMP016868	KAN007BOV4	bovine	ruminant	livestock	KAN007	21/9/2015	KAREN	1	yes	TMP016868	9537	B1	ERS3415770 (SAMEA5611581) 
TMP016878	KAN007BOV1	bovine	ruminant	livestock	KAN007	21/9/2015	KAREN	1	yes	TMP016878	187	B1	ERS3415771 (SAMEA5611582) 
TMP016883	KAN007BOV3	bovine	ruminant	livestock	KAN007	21/9/2015	KAREN	1	yes	TMP016883	1146	B1	ERS3415772 (SAMEA5611583) 
TMP016889	KAN007BOV2	bovine	ruminant	livestock	KAN007	21/9/2015	KAREN	1	yes	TMP016889	187	B1	ERS3415773 (SAMEA5611584) 
TMP016910	HAR010GAL2	chickens	poultry	livestock	HAR010	6/10/2015	HARAMBEE	3	yes	TMP016910	101	B1	ERS3415774 (SAMEA5611585) 
TMP016917	HAR012HUM2	human	human	human	HAR012	7/10/2015	HARAMBEE	3	no	TMP016917	196	B1	ERS3415775 (SAMEA5611586) 
TMP016924	HAR012HUM1	human	human	human	HAR012	7/10/2015	HARAMBEE	3	no	TMP016924	10	A	ERS3415776 (SAMEA5611587) 
TMP016939	HAR012AVN8	avian	w_avian	wildlife	HAR012	7/10/2015	HARAMBEE	3	no	TMP016939	7116	B1	ERS3415777 (SAMEA5611588) 
TMP016946	HAR012AVN4	avian	w_avian	wildlife	HAR012	7/10/2015	HARAMBEE	3	no	TMP016946	3856	A	ERS3415778 (SAMEA5611589) 
TMP016954	HAR011HUM1	human	human	human	HAR011	5/10/2015	HARAMBEE	3	yes	TMP016954	6701	A	ERS3415779 (SAMEA5611590) 
TMP017029	HAR012AV_POP4	av_pop	w_avian	wildlife	HAR012	7/10/2015	HARAMBEE	3	no	TMP017029	216	A	ERS3415780 (SAMEA5611591) 
TMP017039	MBO014HUM1	human	human	human	MBO014	12/10/2015	MBOTELA	5	yes	TMP017039	2705	A	ERS3415781 (SAMEA5611592) 
TMP017045	MBO014GAL1	chickens	poultry	livestock	MBO014	12/10/2015	MBOTELA	5	yes	TMP017045	5086	A	ERS3415782 (SAMEA5611593) 
TMP017049	MBO014ANA1	ducks	poultry	livestock	MBO014	12/10/2015	MBOTELA	5	yes	TMP017049	93	A	ERS3415783 (SAMEA5611594) 
TMP017068	MBO014LAG1	rabbit	monogastric	livestock	MBO014	12/10/2015	MBOTELA	5	yes	TMP017068	351	B1	ERS3415784 (SAMEA5611595) 
TMP017071	MBO014GAL2	chickens	poultry	livestock	MBO014	12/10/2015	MBOTELA	5	yes	TMP017071	616	B1	ERS3415785 (SAMEA5611596) 
TMP017100	HAR012AVN9	avian	w_avian	wildlife	HAR012	7/10/2015	HARAMBEE	3	no	TMP017100	1727	B1	ERS3415786 (SAMEA5611597) 
TMP018094	KYL026SUI1	pig	monogastric	livestock	KYL026	24/11/2015	KAYOLE	6	yes	TMP018094	1302	A	ERS3415787 (SAMEA5611598) 
TMP018103	KYL026AV_POP3	av_pop	w_avian	wildlife	KYL026	24/11/2015	KAYOLE	6	yes	TMP018103	1722	F	ERS3415788 (SAMEA5611599) 
TMP018289	UTH029GAL8	chickens	poultry	livestock	UTH029	2/12/2015	UTHIRU	6	yes	TMP018289	641	B1	ERS3415792 (SAMEA5611603) 
TMP018305	KYL026SUI8	pig	monogastric	livestock	KYL026	24/11/2015	KAYOLE	6	yes	TMP018305	9628	A	ERS3415793 (SAMEA5611604) 
TMP018314	KYL026GAL5	chickens	poultry	livestock	KYL026	24/11/2015	KAYOLE	6	yes	TMP018314	1684	A	ERS3415794 (SAMEA5611605) 
TMP018318	KYL026AVN4	avian	w_avian	wildlife	KYL026	24/11/2015	KAYOLE	6	yes	TMP018318	9441	B1	ERS3415795 (SAMEA5611606) 
TMP018332	KYL026AV_POP2	av_pop	w_avian	wildlife	KYL026	24/11/2015	KAYOLE	6	yes	TMP018332	48	A	ERS3415796 (SAMEA5611607) 
TMP018398	KYL026AV_POP1	av_pop	w_avian	wildlife	KYL026	24/11/2015	KAYOLE	6	yes	TMP018398	10	A	ERS3415798 (SAMEA5611609) 
TMP018417	KYL026SUI7	pig	monogastric	livestock	KYL026	24/11/2015	KAYOLE	6	yes	TMP018417	3107	B1	ERS3415801 (SAMEA5611612) 
TMP018430	KYL026SUI9	pig	monogastric	livestock	KYL026	24/11/2015	KAYOLE	6	yes	TMP018430	1302	A	ERS3415802 (SAMEA5611613) 
TMP018438	KYL026SUI6	pig	monogastric	livestock	KYL026	24/11/2015	KAYOLE	6	yes	TMP018438	1302	A	ERS3415803 (SAMEA5611614) 
TMP018474	KYLxxxROD2	rodent	w_mammal	wildlife	KYLxxx	NA	NA	NA	NA	TMP018474	8369	B1	ERS3415804 (SAMEA5611615) 
TMP018505	KYL025CAP7	goat	ruminant	livestock	KYL025	16/11/2015	KAYOLE	6	yes	TMP018505	48	A	ERS3415805 (SAMEA5611616) 
TMP018521	KYL025ANA1	ducks	poultry	livestock	KYL025	16/11/2015	KAYOLE	6	yes	TMP018521	165	A	ERS3415806 (SAMEA5611617) 
TMP018526	KYL025CAP5	goat	ruminant	livestock	KYL025	16/11/2015	KAYOLE	6	yes	TMP018526	9637	B1	ERS3415807 (SAMEA5611618) 
TMP018555	KYL025CAP8	goat	ruminant	livestock	KYL025	16/11/2015	KAYOLE	6	yes	TMP018555	9539	B1	ERS3415808 (SAMEA5611619) 
TMP018557	KYL025CAP10	goat	ruminant	livestock	KYL025	16/11/2015	KAYOLE	6	yes	TMP018557	161	A	ERS3415809 (SAMEA5611620) 
TMP018641	KYL025CAP6	goat	ruminant	livestock	KYL025	16/11/2015	KAYOLE	6	yes	TMP018641	297	B1	ERS3415810 (SAMEA5611621) 
TMP018674	MLK023BOV7	bovine	ruminant	livestock	MLK023	10/11/2015	MLANGO KUBWA	7	yes	TMP018674	9456	A	ERS3415811 (SAMEA5611622) 
TMP018687	MLK023BOV10	bovine	ruminant	livestock	MLK023	10/11/2015	MLANGO KUBWA	7	yes	TMP018687	9636	A	ERS3415812 (SAMEA5611623) 
TMP018696	MLK023HUM1	human	human	human	MLK023	10/11/2015	MLANGO KUBWA	7	yes	TMP018696	9635	A	ERS3415813 (SAMEA5611624) 
TMP018719	MLK023BOV8	bovine	ruminant	livestock	MLK023	10/11/2015	MLANGO KUBWA	7	yes	TMP018719	295	B1	ERS3415814 (SAMEA5611625) 
TMP018756	MLK023OVN2	sheep	ruminant	livestock	MLK023	10/11/2015	MLANGO KUBWA	7	yes	TMP018756	1294	A	ERS3415815 (SAMEA5611626) 
TMP018787	UTH029GAL6	chickens	poultry	livestock	UTH029	2/12/2015	UTHIRU	6	yes	TMP018787	4038	B1	ERS3415817 (SAMEA5611628) 
TMP018806	UTH029GAL9	chickens	poultry	livestock	UTH029	2/12/2015	UTHIRU	6	yes	TMP018806	9634	A	ERS3415818 (SAMEA5611629) 
TMP018826	MLK024GAL5	chickens	poultry	livestock	MLK024	11/11/2015	MLANGO KUBWA	7	yes	TMP018826	746	A	ERS3415819 (SAMEA5611630) 
TMP018895	MLK024GAL7	chickens	poultry	livestock	MLK024	11/11/2015	MLANGO KUBWA	7	yes	TMP018895	746	A	ERS3415820 (SAMEA5611631) 
TMP018919	MLK024GAL4	chickens	poultry	livestock	MLK024	11/11/2015	MLANGO KUBWA	7	yes	TMP018919	155	B1	ERS3415821 (SAMEA5611632) 
TMP018942	MLK024HUM5	human	human	human	MLK024	11/11/2015	MLANGO KUBWA	7	yes	TMP018942	678	B1	ERS3415822 (SAMEA5611633) 
TMP018950	MLK024HUM2	human	human	human	MLK024	11/11/2015	MLANGO KUBWA	7	yes	TMP018950	224	B1	ERS3415824 (SAMEA5611635) 
TMP018953	MLK024GAL6	chickens	poultry	livestock	MLK024	11/11/2015	MLANGO KUBWA	7	yes	TMP018953	48	A	ERS3415825 (SAMEA5611636) 
TMP018983	UTH029GAL5	chickens	poultry	livestock	UTH029	2/12/2015	UTHIRU	6	yes	TMP018983	7317	A	ERS3415826 (SAMEA5611637) 
TMP019021	MLK023BOV9	bovine	ruminant	livestock	MLK023	10/11/2015	MLANGO KUBWA	7	yes	TMP019021	9633	A	ERS3415827 (SAMEA5611638) 
TMP019044	MLK023BOV2	bovine	ruminant	livestock	MLK023	10/11/2015	MLANGO KUBWA	7	yes	TMP019044	6071	A	ERS3415828 (SAMEA5611639) 
TMP019076	MAK017LAG3	rabbit	monogastric	livestock	MAK017	27/10/2015	MAKONGENI	6	yes	TMP019076	1665	B1	ERS3415829 (SAMEA5611640) 
TMP019092	MAK017GAL1	chickens	poultry	livestock	MAK017	27/10/2015	MAKONGENI	6	yes	TMP019092	9538	A	ERS3415830 (SAMEA5611641) 
TMP019096	MAK017LAG2	rabbit	monogastric	livestock	MAK017	27/10/2015	MAKONGENI	6	yes	TMP019096	155	B1	ERS3415831 (SAMEA5611642) 
TMP019102	MAK017LAG1	rabbit	monogastric	livestock	MAK017	27/10/2015	MAKONGENI	6	yes	TMP019102	28	B2	ERS3415832 (SAMEA5611643) 
TMP019109	MAK017GAL3	chickens	poultry	livestock	MAK017	27/10/2015	MAKONGENI	6	yes	TMP019109	5869	B1	ERS3415833 (SAMEA5611644) 
TMP019125	MAK018HUM1	human	human	human	MAK018	27/10/2015	MAKONGENI	6	no	TMP019125	7174	A	ERS3415834 (SAMEA5611645) 
TMP019129	MAK017AVN3	avian	w_avian	wildlife	MAK017	27/10/2015	MAKONGENI	6	yes	TMP019129	7122	A	ERS3415835 (SAMEA5611646) 
TMP019133	MAK017HUM2	human	human	human	MAK017	27/10/2015	MAKONGENI	6	yes	TMP019133	101	B1	ERS3415836 (SAMEA5611647) 
TMP019138	MAK017GAL10	chickens	poultry	livestock	MAK017	27/10/2015	MAKONGENI	6	yes	TMP019138	58	B1	ERS3415837 (SAMEA5611648) 
TMP019155	MAK017GAL2	chickens	poultry	livestock	MAK017	27/10/2015	MAKONGENI	6	yes	TMP019155	409	A	ERS3415838 (SAMEA5611649) 
TMP019171	MAK018HUM4	human	human	human	MAK018	27/10/2015	MAKONGENI	6	no	TMP019171	48	A	ERS3415839 (SAMEA5611650) 
TMP019173	KIG019HUM2	human	human	human	KIG019	2/11/2015	KIRIGU	6	yes	TMP019173	200	B1	ERS3415840 (SAMEA5611651) 
TMP019182	KIG019HUM3	human	human	human	KIG019	2/11/2015	KIRIGU	6	yes	TMP019182	10	A	ERS3415841 (SAMEA5611652) 
TMP019202	MAK018HUM5	human	human	human	MAK018	27/10/2015	MAKONGENI	6	no	TMP019202	1136	B1	ERS3415844 (SAMEA5611655) 
TMP019211	MAK018AVN9	avian	w_avian	wildlife	MAK018	27/10/2015	MAKONGENI	6	no	TMP019211	224	B1	ERS3415845 (SAMEA5611656) 
TMP019218	MAK018AVN2	avian	w_avian	wildlife	MAK018	27/10/2015	MAKONGENI	6	no	TMP019218	155	B1	ERS3415846 (SAMEA5611657) 
TMP019223	MAK018AVN8	avian	w_avian	wildlife	MAK018	27/10/2015	MAKONGENI	6	no	TMP019223	398	A	ERS3415847 (SAMEA5611658) 
TMP019232	MAK018AVN4	avian	w_avian	wildlife	MAK018	27/10/2015	MAKONGENI	6	no	TMP019232	3107	A	ERS3415848 (SAMEA5611659) 
TMP019236	MAK018AVN7	avian	w_avian	wildlife	MAK018	27/10/2015	MAKONGENI	6	no	TMP019236	48	A	ERS3415849 (SAMEA5611660) 
TMP019244	MAK018AVN6	avian	w_avian	wildlife	MAK018	27/10/2015	MAKONGENI	6	no	TMP019244	2280	B1	ERS3415850 (SAMEA5611661) 
TMP019273	KIG019HUM4	human	human	human	KIG019	2/11/2015	KIRIGU	6	yes	TMP019273	131	B2	ERS3415851 (SAMEA5611662) 
TMP019279	KIG019HUM5	human	human	human	KIG019	2/11/2015	KIRIGU	6	yes	TMP019279	131	B2	ERS3415852 (SAMEA5611663) 
TMP019284	KIG019HUM6	human	human	human	KIG019	2/11/2015	KIRIGU	6	yes	TMP019284	10	A	ERS3415853 (SAMEA5611664) 
TMP019291	KIG019HUM1	human	human	human	KIG019	2/11/2015	KIRIGU	6	yes	TMP019291	-962	A	ERS3415854 (SAMEA5611665) 
TMP019297	MAK017ROD1	rodent	w_mammal	wildlife	MAK017	27/10/2015	MAKONGENI	6	yes	TMP019297	9631	E	ERS3415855 (SAMEA5611666) 
TMP019301	KIG019BAT2	bat	w_bat	wildlife	KIG019	2/11/2015	KIRIGU	6	yes	TMP019301	602	B1	ERS3415856 (SAMEA5611667) 
TMP019306	KIG019CAP4	goat	ruminant	livestock	KIG019	2/11/2015	KIRIGU	6	yes	TMP019306	906	B1	ERS3415857 (SAMEA5611668) 
TMP019322	KIG019CAP5	goat	ruminant	livestock	KIG019	2/11/2015	KIRIGU	6	yes	TMP019322	201	B1	ERS3415858 (SAMEA5611669) 
TMP019325	KIG019SUI2	pig	monogastric	livestock	KIG019	2/11/2015	KIRIGU	6	yes	TMP019325	206	A	ERS3415859 (SAMEA5611670) 
TMP019332	KIG019GAL2	chickens	poultry	livestock	KIG019	2/11/2015	KIRIGU	6	yes	TMP019332	746	A	ERS3415860 (SAMEA5611671) 
TMP019339	KIG019CAP8	goat	ruminant	livestock	KIG019	2/11/2015	KIRIGU	6	yes	TMP019339	9433	B1	ERS3415861 (SAMEA5611672) 
TMP019342	KIG019AVN3	avian	w_avian	wildlife	KIG019	2/11/2015	KIRIGU	6	yes	TMP019342	8324	B1	ERS3415862 (SAMEA5611673) 
TMP019349	KIG019AVN4	avian	w_avian	wildlife	KIG019	2/11/2015	KIRIGU	6	yes	TMP019349	3033	B2	ERS3415863 (SAMEA5611674) 
TMP019355	KIG019AVN6	avian	w_avian	wildlife	KIG019	2/11/2015	KIRIGU	6	yes	TMP019355	8184	B2	ERS3415864 (SAMEA5611675) 
TMP019362	KIG019AVN9	avian	w_avian	wildlife	KIG019	2/11/2015	KIRIGU	6	yes	TMP019362	127	B2	ERS3415865 (SAMEA5611676) 
TMP019369	KIG019AVN7	avian	w_avian	wildlife	KIG019	2/11/2015	KIRIGU	6	yes	TMP019369	2598	B1	ERS3415866 (SAMEA5611677) 
TMP019378	KIG019SUI1	pig	monogastric	livestock	KIG019	2/11/2015	KIRIGU	6	yes	TMP019378	10	A	ERS3415867 (SAMEA5611678) 
TMP019388	KIG019GAL1	chickens	poultry	livestock	KIG019	2/11/2015	KIRIGU	6	yes	TMP019388	48	A	ERS3415868 (SAMEA5611679) 
TMP019418	KIG019HUM7	human	human	human	KIG019	2/11/2015	KIRIGU	6	yes	TMP019418	93	A	ERS3415872 (SAMEA5611683) 
TMP019424	KIG019AVN5	avian	w_avian	wildlife	KIG019	2/11/2015	KIRIGU	6	yes	TMP019424	9641	E	ERS3415873 (SAMEA5611684) 
TMP019432	KIG020HUM4	human	human	human	KIG020	3/11/2015	KIRIGU	6	yes	TMP019432	2186	B1	ERS3415875 (SAMEA5611686) 
TMP019456	KIG020AVN6	avian	w_avian	wildlife	KIG020	3/11/2015	KIRIGU	6	yes	TMP019456	297	B1	ERS3415879 (SAMEA5611690) 
TMP019461	KIG020AVN3	avian	w_avian	wildlife	KIG020	3/11/2015	KIRIGU	6	yes	TMP019461	1056	B1	ERS3415880 (SAMEA5611691) 
TMP019468	KIG020AVN11	avian	w_avian	wildlife	KIG020	3/11/2015	KIRIGU	6	yes	TMP019468	541	A	ERS3415881 (SAMEA5611692) 
TMP019501	KIG020BOV1	bovine	ruminant	livestock	KIG020	3/11/2015	KIRIGU	6	yes	TMP019501	223	B1	ERS3415882 (SAMEA5611693) 
TMP019506	KIG020ROD1	rodent	w_mammal	wildlife	KIG020	3/11/2015	KIRIGU	6	yes	TMP019506	9640	B1	ERS3415883 (SAMEA5611694) 
TMP019512	KIG020GAL1	chickens	poultry	livestock	KIG020	3/11/2015	KIRIGU	6	yes	TMP019512	206	A	ERS3415884 (SAMEA5611695) 
TMP019516	KIG020BOV2	bovine	ruminant	livestock	KIG020	3/11/2015	KIRIGU	6	yes	TMP019516	155	B1	ERS3415885 (SAMEA5611696) 
TMP019524	KIG020BOV3	bovine	ruminant	livestock	KIG020	3/11/2015	KIRIGU	6	yes	TMP019524	9541	B1	ERS3415886 (SAMEA5611697) 
TMP019529	KIG020CAP1	goat	ruminant	livestock	KIG020	3/11/2015	KIRIGU	6	yes	TMP019529	223	B1	ERS3415887 (SAMEA5611698) 
TMP019534	KIG020CAP2	goat	ruminant	livestock	KIG020	3/11/2015	KIRIGU	6	yes	TMP019534	2389	B1	ERS3415888 (SAMEA5611699) 
TMP019540	KIG020ROD2	rodent	w_mammal	wildlife	KIG020	3/11/2015	KIRIGU	6	yes	TMP019540	1157	B1	ERS3415889 (SAMEA5611700) 
TMP019549	KIG019BAT1	bat	w_bat	wildlife	KIG019	2/11/2015	KIRIGU	6	yes	TMP019549	372	B2	ERS3415890 (SAMEA5611701) 
TMP019555	KIG019ROD1	rodent	w_mammal	wildlife	KIG019	2/11/2015	KIRIGU	6	yes	TMP019555	9441	B1	ERS3415891 (SAMEA5611702) 
TMP019567	KIG020HUM2	human	human	human	KIG020	3/11/2015	KIRIGU	6	yes	TMP019567	394	D	ERS3415892 (SAMEA5611703) 
TMP019571	KIG020HUM3	human	human	human	KIG020	3/11/2015	KIRIGU	6	yes	TMP019571	58	B1	ERS3415893 (SAMEA5611704) 
TMP019584	KIG020AVN12	avian	w_avian	wildlife	KIG020	3/11/2015	KIRIGU	6	yes	TMP019584	9639	D	ERS3415894 (SAMEA5611705) 
TMP019596	KIG020GAL2	chickens	poultry	livestock	KIG020	3/11/2015	KIRIGU	6	yes	TMP019596	48	A	ERS3415895 (SAMEA5611706) 
TMP019601	KIG021AVN2	avian	w_avian	wildlife	KIG021	3/11/2015	KIRIGU	6	no	TMP019601	589	B2	ERS3415896 (SAMEA5611707) 
TMP019611	KIG021AVN10	avian	w_avian	wildlife	KIG021	3/11/2015	KIRIGU	6	no	TMP019611	1972	A	ERS3415897 (SAMEA5611708) 
TMP019613	KIG021AVN7	avian	w_avian	wildlife	KIG021	3/11/2015	KIRIGU	6	no	TMP019613	589	B2	ERS3415898 (SAMEA5611709) 
TMP019621	KIG021AVN6	avian	w_avian	wildlife	KIG021	3/11/2015	KIRIGU	6	no	TMP019621	48	A	ERS3415899 (SAMEA5611710) 
TMP019627	KIG020HUM1	human	human	human	KIG020	3/11/2015	KIRIGU	6	yes	TMP019627	9540	B1	ERS3415900 (SAMEA5611711) 
TMP019659	MLK023ROD4	rodent	w_mammal	wildlife	MLK023	10/11/2015	MLANGO KUBWA	7	yes	TMP019659	399	A	ERS3415902 (SAMEA5611713) 
TMP019701	KIG021AVN3	avian	w_avian	wildlife	KIG021	3/11/2015	KIRIGU	6	no	TMP019701	357	B2	ERS3415903 (SAMEA5611714) 
TMP019709	KIG021AVN5	avian	w_avian	wildlife	KIG021	3/11/2015	KIRIGU	6	no	TMP019709	589	B2	ERS3415904 (SAMEA5611715) 
TMP019713	KIG021AVN8	avian	w_avian	wildlife	KIG021	3/11/2015	KIRIGU	6	no	TMP019713	10	A	ERS3415905 (SAMEA5611716) 
