Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Path/Nonpath	Serological Group	Serotype	EcoR Cluster	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	O Antigen(Serotype Prediction)	H Antigen(Serotype Prediction)	ST(Achtman 7 Gene MLST)	ST Complex(Achtman 7 Gene MLST)	Lineage(Achtman 7 Gene MLST)	Subspecies(Achtman 7 Gene MLST)	Status(Assembly stats)	Coverage(Assembly stats)	N50(Assembly stats)	Length(Assembly stats)	Species(Assembly stats)	Contig Number(>=200 bp)(Assembly stats)	Low Quality Bases(Assembly stats)	Version(Assembly stats)	Assembly barcode(Assembly stats)	ST(wgMLST)	ST(cgMLST V1 + HierCC V1)	HC0 (indistinguishable)(cgMLST V1 + HierCC V1)	HC2(cgMLST V1 + HierCC V1)	HC5(cgMLST V1 + HierCC V1)	HC10(cgMLST V1 + HierCC V1)	HC20(cgMLST V1 + HierCC V1)	HC50(cgMLST V1 + HierCC V1)	HC100(cgMLST V1 + HierCC V1)	HC200(cgMLST V1 + HierCC V1)	HC400(cgMLST V1 + HierCC V1)	HC1100 (cgST Cplx)(cgMLST V1 + HierCC V1)	HC1500(cgMLST V1 + HierCC V1)	HC2000(cgMLST V1 + HierCC V1)	HC2350 (subsp.)(cgMLST V1 + HierCC V1)	Clermont Type (ClermonTyping)(Phylotypes)	Clermont Type (EzClermont)(Phylotypes)	fimH (fimTyper)(Phylotypes)	Pathovar(Phylotypes)	Stx1(Phylotypes)	Stx2(Phylotypes)	ipaH(Phylotypes)	pInv(Phylotypes)	ST(Phylotypes)	LT(Phylotypes)	eae(Phylotypes)	rST(rMLST)	Species (rMLST)(rMLST)
ESC_MA7689AA	TMP019627	ERR3330207;ILLUMINA;Paired;350;ERX3354922;SRA	Human	Human	human	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611711	ERS3415900	2019-05-30	2019-05-20	ESC_MA7689AA	D9	H2	9540	ND	ND	ND	Assembled	66	185667	4858536	Escherichia coli / Shigella;91.93%	88	18879	4	ESC_ZA5835AA_AS	108399	97403	97403	97403	97403	97403	97403	97403	97403	4507	1448	1448	3	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	33484	Escherichia/Shigella sp.
ESC_MA7690AA	TMP019621	ERR3330206;ILLUMINA;Paired;350;ERX3354921;SRA	ND	Avian	avian	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611710	ERS3415899	2019-05-30	2019-05-20	ESC_MA7690AA	O184	H11	48	ST10 Cplx	A	ND	Assembled	200	110569	4809180	Escherichia coli / Shigella;94.17%	183	24974	4	ESC_ZA5834AA_AS	109742	97407	97407	97407	97407	97407	97407	97407	97407	60337	60337	13	5	2	1	A	A	fimH41	-	-	-	-	-	-	-	-	137968	Escherichia/Shigella sp.
ESC_MA7691AA	TMP019613	ERR3330205;ILLUMINA;Paired;350;ERX3354920;SRA	ND	Avian	avian	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611709	ERS3415898	2019-05-30	2019-05-20	ESC_MA7691AA	O51	H49	589	ND	ND	ND	Assembled	117	393127	4815224	Escherichia coli / Shigella;97.37%	57	10604	4	ESC_ZA5833AA_AS	108397	97405	97405	97405	97405	97405	97405	97405	97402	97402	97402	4936	4936	4936	1	B2	B2	fimH135	E. coli - EPEC	-	-	-	-	-	-	+	144177	Escherichia coli
ESC_MA7692AA	TMP019611	ERR3330204;ILLUMINA;Paired;350;ERX3354919;SRA	ND	Avian	avian	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611708	ERS3415897	2019-05-30	2019-05-20	ESC_MA7692AA	-	H12	1972	ND	A	ND	Assembled	139	196567	4775910	Escherichia coli / Shigella;90.78%	102	12400	4	ESC_ZA5832AA_AS	108401	97409	97409	97409	97409	97409	97409	97409	97409	97409	10382	13	5	2	1	A	A	fimH305	-	-	-	-	-	-	-	-	117685	Escherichia/Shigella sp.
ESC_MA7693AA	TMP019601	ERR3330203;ILLUMINA;Paired;350;ERX3354918;SRA	ND	Avian	avian	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611707	ERS3415896	2019-05-30	2019-05-20	ESC_MA7693AA	O51	H49	589	ND	ND	ND	Assembled	72	274264	4861251	Escherichia coli / Shigella;98.0%	71	14823	4	ESC_ZA5831AA_AS	108404	97408	97408	97402	97402	97402	97402	97402	97402	97402	97402	4936	4936	4936	1	B2	B2	fimH135	E. coli - EPEC	-	-	-	-	-	-	+	144175	Escherichia coli
ESC_MA7694AA	TMP019596	ERR3330202;ILLUMINA;Paired;350;ERX3354917;SRA	Poultry	Avian	chickens	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611706	ERS3415895	2019-05-30	2019-05-20	ESC_MA7694AA	O78	H11	48	ST10 Cplx	A	ND	Assembled	86	93185	4659841	Escherichia coli / Shigella;96.93%	161	21327	4	ESC_ZA5830AA_AS	108403	97411	97411	97411	97411	97411	97411	97411	97411	75197	24841	13	5	2	1	A	A	fimH41	-	-	-	-	-	-	-	-	45888	Escherichia/Shigella sp.
ESC_MA7695AA	TMP019584	ERR3330201;ILLUMINA;Paired;350;ERX3354916;SRA	ND	Avian	avian	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611705	ERS3415894	2019-05-30	2019-05-20	ESC_MA7695AA	-	H48	9639	ND	ND	ND	Assembled	92	203066	5011889	Escherichia coli / Shigella;97.72%	76	29318	4	ESC_ZA5829AA_AS	109743	97410	97410	97410	97410	97410	97410	97410	97410	97410	21903	9310	9310	9310	1	D	D	fimH1031	-	-	-	-	-	-	-	-	137969	Escherichia/Shigella sp.
ESC_MA7696AA	TMP019571	ERR3330200;ILLUMINA;Paired;350;ERX3354915;SRA	Human	Human	human	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611704	ERS3415893	2019-05-30	2019-05-20	ESC_MA7696AA	O23	H25	58	ST155 Cplx	AxB1	ND	Assembled	79	193336	4770940	Escherichia coli / Shigella;100.0%	107	19334	4	ESC_ZA5828AA_AS	108402	97414	97414	97414	97414	97414	97414	97414	17168	1060	106	106	5	2	1	B1	B1	fimH24	-	-	-	-	-	-	-	-	1601	Escherichia coli
ESC_MA7697AA	TMP019567	ERR3330199;ILLUMINA;Paired;350;ERX3354914;SRA	Human	Human	human	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611703	ERS3415892	2019-05-30	2019-05-20	ESC_MA7697AA	O17 or O77	H18	394	ST394 Cplx	ND	ND	Assembled	71	260935	4915787	Escherichia coli / Shigella;100.0%	75	17513	4	ESC_ZA5827AA_AS	108405	97412	97412	97412	97412	97412	97412	6604	6604	1247	1135	32	32	2	1	D	D	fimH30	-	-	-	-	-	-	-	-	29622	Escherichia/Shigella sp.
ESC_MA7698AA	TMP019555	ERR3330198;ILLUMINA;Paired;350;ERX3354913;SRA	Wild Animal	Rodent	rodent	2015	11	2		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611702	ERS3415891	2019-05-30	2019-05-20	ESC_MA7698AA	O81	H21	9441	ST205 Cplx	AxB1	ND	Assembled	72	190819	5125809	Escherichia coli / Shigella;83.52%	108	23395	4	ESC_ZA5826AA_AS	108406	97413	97413	97413	97413	97413	97413	96257	96257	4329	4329	1081	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	32425	Escherichia/Shigella sp.
ESC_MA7699AA	TMP019549	ERR3330197;ILLUMINA;Paired;350;ERX3354912;SRA	Wild Animal	Bat	bat	2015	11	2		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611701	ERS3415890	2019-05-30	2019-05-20	ESC_MA7699AA	O83	H31	372	ND	ND	ND	Assembled	118	1169611	4612235	Escherichia coli / Shigella;100.0%	35	6935	4	ESC_ZA5825AA_AS	108400	97415	97415	97415	97415	97415	96326	96326	96326	1272	1272	1272	1272	1	1	B2	B2	fimH9	-	-	-	-	-	-	-	-	15673	Escherichia coli
ESC_MA7700AA	TMP019540	ERR3330196;ILLUMINA;Paired;350;ERX3354911;SRA	Wild Animal	Rodent	rodent	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611700	ERS3415889	2019-05-30	2019-05-20	ESC_MA7700AA	O91	H28	1157	ND	ND	ND	Assembled	87	190207	5018147	Escherichia coli / Shigella;98.7%	108	76060	4	ESC_ZA5824AA_AS	108413	97417	97417	97417	97417	97417	97417	97417	97417	33666	33666	33666	5	2	1	B1	B1	fimH33	-	-	-	-	-	-	-	-	15022	Escherichia coli
ESC_MA7701AA	TMP019534	ERR3330195;ILLUMINA;Paired;350;ERX3354910;SRA	Food	Dairy	goat	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611699	ERS3415888	2019-05-30	2019-05-20	ESC_MA7701AA	OX25	H11	2389	ST23 Cplx	B1	ND	Assembled	103	193708	4820393	Escherichia coli / Shigella;98.85%	110	23681	4	ESC_ZA5823AA_AS	108410	97416	97416	97416	97416	97416	97416	97416	97416	4418	167	167	5	2	1	B1	B1	fimH38	-	-	-	-	-	-	-	-	33518	Escherichia/Shigella sp.
ESC_MA7702AA	TMP019529	ERR3330194;ILLUMINA;Paired;350;ERX3354909;SRA	Food	Dairy	goat	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611698	ERS3415887	2019-05-30	2019-05-20	ESC_MA7702AA	O113	H21	223	ST155 Cplx	B1	ND	Assembled	75	140205	5078848	Escherichia coli / Shigella;100.0%	141	19341	4	ESC_ZA5822AA_AS	108409	97418	97418	97418	97418	97418	97418	97418	96202	66609	2041	106	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	1590	Escherichia coli
ESC_MA7703AA	TMP019524	ERR3330193;ILLUMINA;Paired;350;ERX3354908;SRA	Livestock	Bovine	bovine	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611697	ERS3415886	2019-05-30	2019-05-20	ESC_MA7703AA	D13	H8	9541	ST446 Cplx	AxB1	ND	Assembled	72	268920	4923242	Escherichia coli / Shigella;98.34%	82	20183	4	ESC_ZA5821AA_AS	108415	97419	97419	97419	96766	96766	96766	96766	96766	41235	122	80	5	2	1	B1	B1	fimH32	E. coli - STEC	+	-	-	-	-	-	-	1586	Escherichia coli
ESC_MA7704AA	TMP019516	ERR3330192;ILLUMINA;Paired;350;ERX3354907;SRA	Livestock	Bovine	bovine	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611696	ERS3415885	2019-05-30	2019-05-20	ESC_MA7704AA	-	H25	155	ST155 Cplx	B1	ND	Assembled	65	257723	4975151	Escherichia coli / Shigella;97.92%	134	40614	4	ESC_ZA5820AA_AS	108420	97420	97420	97420	97420	97420	97420	97420	97420	97420	106	106	5	2	1	B1	B1	fimH121	E. coli - STEC	+	-	-	-	-	-	-	1607	Escherichia coli
ESC_MA7705AA	TMP019512	ERR3330191;ILLUMINA;Paired;350;ERX3354906;SRA	Poultry	Avian	chickens	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611695	ERS3415884	2019-05-30	2019-05-20	ESC_MA7705AA	O174	H38	206	ST206 Cplx	AxB1	ND	Assembled	63	210705	4674758	Escherichia coli / Shigella;95.08%	88	30145	4	ESC_ZA5819AA_AS	108407	97425	97425	97425	97425	97425	97425	97425	97394	97394	1168	13	5	2	1	A	A	fimH1426	-	-	-	-	-	-	-	-	146393	Escherichia coli
ESC_MA7706AA	TMP019506	ERR3330190;ILLUMINA;Paired;350;ERX3354905;SRA	Wild Animal	Rodent	rodent	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611694	ERS3415883	2019-05-30	2019-05-20	ESC_MA7706AA	O113	H7	9640	ND	AxB1	ND	Assembled	115	497283	5001846	Escherichia coli / Shigella;96.37%	76	26108	4	ESC_ZA5818AA_AS	108408	97421	97421	97421	97421	97421	97421	97421	97421	97421	97421	152	5	2	1	B1	B1	fimH289	-	-	-	-	-	-	-	-	64780	Escherichia/Shigella sp.
ESC_MA7707AA	TMP019501	ERR3330189;ILLUMINA;Paired;350;ERX3354904;SRA	Livestock	Bovine	bovine	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611693	ERS3415882	2019-05-30	2019-05-20	ESC_MA7707AA	O113	H21	223	ST155 Cplx	B1	ND	Assembled	64	219359	5198779	Escherichia coli / Shigella;99.06%	138	20538	4	ESC_ZA5817AA_AS	108418	97423	97423	97423	97423	97423	97423	97423	97423	97423	2041	106	5	2	1	B1	B1	fimH32	E. coli - STEC	-	+	-	-	-	-	-	1590	Escherichia coli
ESC_MA7708AA	TMP019468	ERR3330188;ILLUMINA;Paired;350;ERX3354903;SRA	ND	Avian	avian	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611692	ERS3415881	2019-05-30	2019-05-20	ESC_MA7708AA	O148	H53	541	ST522 Cplx	ND	ND	Assembled	115	77643	4884202	Escherichia coli / Shigella;87.14%	202	24360	4	ESC_ZA5816AA_AS	108411	97422	97422	97422	97422	97422	97422	96937	96937	4950	4950	1326	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	29300	Escherichia/Shigella sp.
ESC_MA7709AA	TMP019461	ERR3330187;ILLUMINA;Paired;350;ERX3354902;SRA	ND	Avian	avian	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611691	ERS3415880	2019-05-30	2019-05-20	ESC_MA7709AA	-	H28	1056	ND	ND	ND	Assembled	60	247712	5003357	Escherichia coli / Shigella;97.61%	56	14723	4	ESC_ZA5815AA_AS	108412	97424	97424	97424	97424	97424	97424	97424	97424	10452	1748	579	5	2	1	B1	B1	fimH31	-	-	-	-	-	-	-	-	15299	Escherichia coli
ESC_MA7710AA	TMP019456	ERR3330186;ILLUMINA;Paired;350;ERX3354901;SRA	ND	Avian	avian	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611690	ERS3415879	2019-05-30	2019-05-20	ESC_MA7710AA	O149	H8	297	ND	AxB1	ND	Assembled	92	154802	5032329	Escherichia coli / Shigella;98.19%	144	26246	4	ESC_ZA5814AA_AS	108419	97430	97430	97430	97430	97430	97430	97430	97430	1081	1081	1081	5	2	1	B1	B1	fimH38	-	-	-	-	-	-	-	-	144176	Escherichia coli
ESC_MA7711AA	TMP019451	ERR3330185;ILLUMINA;Paired;350;ERX3354900;SRA	Environment	Environment	pens	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611689	ERS3415878	2019-05-30	2019-05-20	ESC_MA7711AA	-	H28	942	ST20 Cplx	AxB1	ND	Assembled	82	191628	4918906	Escherichia coli / Shigella;96.78%	86	11665	4	ESC_ZA5813AA_AS	108422	97427	97427	97427	97427	97427	97427	97427	29463	29463	29463	29463	5	2	1	B1	B1	fimH39	-	-	-	-	-	-	-	-	44452	Escherichia/Shigella sp.
ESC_MA7712AA	TMP019446	ERR3330184;ILLUMINA;Paired;350;ERX3354899;SRA	Environment	Environment	pens	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611688	ERS3415877	2019-05-30	2019-05-20	ESC_MA7712AA	O93	H8	366	ND	ND	ND	Assembled	121	218975	4731661	Escherichia coli / Shigella;100.0%	78	9994	4	ESC_ZA5812AA_AS	108414	97429	97429	97429	97429	97429	97429	97429	97429	97429	97429	9141	9141	2	1	B1	B1	fimH31	-	-	-	-	-	-	-	-	137955	Escherichia/Shigella sp.
ESC_MA7713AA	TMP019441	ERR3330183;ILLUMINA;Paired;350;ERX3354898;SRA	Environment	Environment	household environment	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611687	ERS3415876	2019-05-30	2019-05-20	ESC_MA7713AA	O83	H27	978	ND	B2	ND	Assembled	77	721448	4738996	Escherichia coli / Shigella;100.0%	43	7203	4	ESC_ZA5811AA_AS	108417	97426	97426	97426	97426	97426	97426	97426	97426	97426	29	29	29	1	1	B2	B2	fimH2	-	-	-	-	-	-	-	-	1749	Escherichia coli
ESC_MA7714AA	TMP019432	ERR3330182;ILLUMINA;Paired;350;ERX3354897;SRA	Human	Human	human	2015	11	3		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611686	ERS3415875	2019-05-30	2019-05-20	ESC_MA7714AA	O182	H23	2186	ND	AxB1	ND	Assembled	89	218319	5083316	Escherichia coli / Shigella;94.59%	122	21593	4	ESC_ZA5810AA_AS	108421	97428	97428	97428	97428	97428	97428	97428	9080	9080	2298	1423	5	2	1	B1	B1	fimH54	-	-	-	-	-	-	-	-	29927	Escherichia/Shigella sp.
ESC_MA7715AA	TMP019426	ERR3330181;ILLUMINA;Paired;350;ERX3354896;SRA	Environment	Environment	pens	2015	11	2		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611685	ERS3415874	2019-05-30	2019-05-20	ESC_MA7715AA	B17	H5	206	ST206 Cplx	AxB1	ND	Assembled	119	131792	4615412	Escherichia coli / Shigella;94.6%	97	26817	4	ESC_ZA5809AA_AS	108416	97431	97431	97431	97431	97431	97431	97431	97431	97431	1168	13	5	2	1	A	A	Unknown	-	-	-	-	-	-	-	-	48384	Escherichia/Shigella sp.
ESC_MA7716AA	TMP019424	ERR3330180;ILLUMINA;Paired;350;ERX3354895;SRA	ND	Avian	avian	2015	11	2		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611684	ERS3415873	2019-05-30	2019-05-20	ESC_MA7716AA	-	H45	9641	ND	ND	ND	Assembled	102	807954	5380710	Escherichia coli / Shigella;97.13%	63	16477	4	ESC_ZA5808AA_AS	108382	97389	97389	97389	97389	97389	97389	97389	97389	97389	97389	28640	4977	4977	1	E	E	fimH31	-	-	-	-	-	-	-	-	144178	Escherichia coli
ESC_MA7717AA	TMP019418	ERR3330179;ILLUMINA;Paired;350;ERX3354894;SRA	Human	Human	human	2015	11	2		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611683	ERS3415872	2019-05-30	2019-05-20	ESC_MA7717AA	O7	H4	93	ST168 Cplx	A	ND	Assembled	104	109086	4786175	Escherichia coli / Shigella;97.66%	161	30820	4	ESC_ZA5807AA_AS	108370	97377	97377	97377	97377	97377	97377	97377	97377	31417	1480	13	5	2	1	A	A	fimH34	-	-	-	-	-	-	-	-	100054	Escherichia coli
ESC_MA7718AA	TMP019409	ERR3330178;ILLUMINA;Paired;350;ERX3354893;SRA	Environment	Environment	pens	2015	11	2		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611682	ERS3415871	2019-05-30	2019-05-20	ESC_MA7718AA	-	H7	2165	ND	B1	ND	Assembled	85	187734	4932489	Escherichia coli / Shigella;98.33%	79	14828	4	ESC_ZA5806AA_AS	108374	97378	97378	97378	97378	97378	97378	97378	12281	3981	3981	96	5	2	1	B1	B1	fimH38	-	-	-	-	-	-	-	-	30329	Escherichia/Shigella sp.
ESC_MA7719AA	TMP019406	ERR3330177;ILLUMINA;Paired;350;ERX3354892;SRA	Environment	Environment	pens	2015	11	2		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611681	ERS3415870	2019-05-30	2019-05-20	ESC_MA7719AA	D6 or O130	H26	1251	ND	A	ND	Assembled	115	99427	4754097	Escherichia coli / Shigella;89.46%	136	20198	4	ESC_ZA5805AA_AS	108371	97379	97379	97379	97379	97379	97379	97379	97379	32555	32555	13	5	2	1	A	A	fimH400	-	-	-	-	-	-	-	-	46921	Escherichia/Shigella sp.
ESC_MA7720AA	TMP019398	ERR3330176;ILLUMINA;Paired;350;ERX3354891;SRA	Environment	Environment	household environment	2015	11	2		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611680	ERS3415869	2019-05-30	2019-05-20	ESC_MA7720AA	B14 or O32	H36	181	ST168 Cplx	A	ND	Assembled	95	150924	4698679	Escherichia coli / Shigella;96.98%	92	35772	4	ESC_ZA5804AA_AS	108372	97380	97380	97380	97380	97380	97380	97380	97380	29410	4999	4999	5	2	1	A	A	fimH23	-	-	-	-	-	-	-	-	29954	Escherichia/Shigella sp.
ESC_MA7721AA	TMP019388	ERR3330175;ILLUMINA;Paired;350;ERX3354890;SRA	Poultry	Avian	chickens	2015	11	2		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611679	ERS3415868	2019-05-30	2019-05-20	ESC_MA7721AA	O121	H11	48	ST10 Cplx	A	ND	Assembled	79	111204	4815591	Escherichia coli / Shigella;89.88%	159	20791	4	ESC_ZA5803AA_AS	108324	97332	97332	97332	97332	97332	97332	97332	97332	97332	45262	13	5	2	1	A	A	fimH400	-	-	-	-	-	-	-	-	113096	Escherichia/Shigella sp.
ESC_MA7722AA	TMP019378	ERR3330174;ILLUMINA;Paired;350;ERX3354889;SRA	Livestock	Swine	pig	2015	11	2		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611678	ERS3415867	2019-05-30	2019-05-20	ESC_MA7722AA	O69	H32	10	ST10 Cplx	A	ND	Assembled	106	209124	4984085	Escherichia coli / Shigella;94.1%	147	46433	4	ESC_ZA5802AA_AS	108375	97384	97384	97384	97384	97384	97384	97384	97384	35999	4409	13	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	144162	Escherichia coli
ESC_MA7723AA	TMP019369	ERR3330173;ILLUMINA;Paired;350;ERX3354888;SRA	ND	Avian	avian	2015	11	2		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611677	ERS3415866	2019-05-30	2019-05-20	ESC_MA7723AA	O175	H16	2598	ND	AxB1	ND	Assembled	107	209196	4930877	Escherichia coli / Shigella;100.0%	104	13546	4	ESC_ZA5801AA_AS	109741	97386	97386	97386	97386	97386	97386	97386	97386	97386	15114	1794	3	2	1	B1	B1	fimH53	-	-	-	-	-	-	-	-	117679	Escherichia/Shigella sp.
ESC_MA7724AA	TMP019362	ERR3330172;ILLUMINA;Paired;350;ERX3354887;SRA	ND	Avian	avian	2015	11	2		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611676	ERS3415865	2019-05-30	2019-05-20	ESC_MA7724AA	O6	H31	127	ND	B2	ND	Assembled	90	291404	5088636	Escherichia coli / Shigella;100.0%	63	9921	4	ESC_ZA5800AA_AS	108327	97331	97331	97331	97331	97331	97331	3801	20	20	20	20	20	1	1	B2	B2	fimH180	-	-	-	-	-	-	-	-	144158	Escherichia coli
ESC_MA7725AA	TMP019355	ERR3330171;ILLUMINA;Paired;350;ERX3354886;SRA	ND	Avian	avian	2015	11	2		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611675	ERS3415864	2019-05-30	2019-05-20	ESC_MA7725AA	uncertain	H5	8184	ND	B2	ND	Assembled	81	488254	4777753	Escherichia coli / Shigella;92.6%	36	8142	4	ESC_ZA5799AA_AS	108323	97334	97334	97334	97334	97334	97334	97334	62175	62175	62175	62175	6734	7	1	B2	B2	fimH1033	-	-	-	-	-	-	-	-	86177	Escherichia/Shigella sp.
ESC_MA7726AA	TMP019349	ERR3330170;ILLUMINA;Paired;350;ERX3354885;SRA	ND	Avian	avian	2015	11	2		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611674	ERS3415863	2019-05-30	2019-05-20	ESC_MA7726AA	O25	H31	3033	ND	B2	ND	Assembled	84	702886	4584885	Escherichia coli / Shigella;100.0%	25	6300	4	ESC_ZA5798AA_AS	108325	97330	97330	97330	97330	97330	97330	97330	97330	97330	97297	73681	20	1	1	B2	B2	fimH224	-	-	-	-	-	-	-	-	144161	Escherichia coli
ESC_MA7727AA	TMP019342	ERR3330169;ILLUMINA;Paired;350;ERX3354884;SRA	ND	Avian	avian	2015	11	2		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611673	ERS3415862	2019-05-30	2019-05-20	ESC_MA7727AA	B9	H7	8324	ST446 Cplx	AxB1	ND	Assembled	120	225964	4827512	Escherichia coli / Shigella;100.0%	115	94001	4	ESC_ZA5797AA_AS	108373	97381	97381	97381	97381	97381	97381	97381	66963	66963	1942	124	5	2	1	B1	B1	fimH31	-	-	-	-	-	-	-	-	15100	Escherichia coli
ESC_MA7728AA	TMP019339	ERR3330168;ILLUMINA;Paired;350;ERX3354883;SRA	Food	Dairy	goat	2015	11	2		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611672	ERS3415861	2019-05-30	2019-05-20	ESC_MA7728AA	O3	H21	9433	ND	AxB1	ND	Assembled	72	143473	5165000	Escherichia coli / Shigella;98.54%	177	121725	4	ESC_ZA5796AA_AS	108376	97383	97383	96194	96194	96194	96194	67258	2004	2004	1081	1081	5	2	1	B1	B1	fimH38	E. coli - STEC	+	+	-	-	-	-	-	15082	Escherichia coli
ESC_MA7729AA	TMP019332	ERR3330167;ILLUMINA;Paired;350;ERX3354882;SRA	Poultry	Avian	chickens	2015	11	2		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611671	ERS3415860	2019-05-30	2019-05-20	ESC_MA7729AA	-	H19	746	ST10 Cplx	A	ND	Assembled	102	97178	4662059	Escherichia coli / Shigella;96.58%	128	32057	4	ESC_ZA5795AA_AS	108320	97336	97336	97336	97336	97336	97336	97336	97336	97336	39028	13	5	2	1	A	A	*	-	-	-	-	-	-	-	-	117756	Escherichia/Shigella sp.
ESC_MA7730AA	TMP019325	ERR3330166;ILLUMINA;Paired;350;ERX3354881;SRA	Livestock	Swine	pig	2015	11	2		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611670	ERS3415859	2019-05-30	2019-05-20	ESC_MA7730AA	O179	H5	206	ST206 Cplx	AxB1	ND	Assembled	83	189009	4604857	Escherichia coli / Shigella;94.54%	82	16270	4	ESC_ZA5794AA_AS	108378	97382	97382	97382	97382	97382	97382	97382	97382	4018	1168	13	5	2	1	A	A	fimH41	-	-	-	-	-	-	-	-	29696	Escherichia/Shigella sp.
